ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
com.aelitis.azureus.core.tag.impl.TagTypeBase.TagTypeBase,0,0,0,0,0,0,0,0,0,2.9614960336698277
com.aelitis.azureus.ui.swt.devices.DeviceManagerUI.uiAttachedAndCoreRunning,0,0,0,0,0,0,0,0,0,3.96
com.aelitis.azureus.ui.swt.views.skin.Browse.mdiEntryClosed,0,0,0,0,1,0,0,0,0,2.9779915006991264
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectButton.switchSuffix,0,0,0,0,0,0,0,0,0,3.0513548129479573
com.aelitis.azureus.plugins.upnp.serviceMapping.removeMapping,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.download.DiskManagerFileInfoDelegate.getNumericPriority,0,0,0,0,0,0,0,0,0,2.528623087410758
com.aelitis.azureus.core.dht.transport.util.transferQueue.destroy,0,0,0,0,0,0,0,0,0,1.305735962293113
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectBasic.getSkin,0,0,0,0,0,0,0,0,0,0.938662456444122
com.aelitis.azureus.core.networkmanager.admin.impl.ProxyDetails.ProxyDetails,0,0,0,0,0,0,0,0,0,2.675618600618533
com.aelitis.azureus.core.dht.transport.Empty_class.Non_in_method,0,0,0,0,0,0,0,0,0,2.860954415954417
com.aelitis.azureus.core.messenger.ClientMessageContextImpl.ClientMessageContextImpl,0,0,0,0,0,0,0,0,0,3.145
com.aelitis.azureus.plugins.upnp.UPnPPlugin.closeDown,0,0,0,0,0,0,0,0,0,1.455
com.aelitis.azureus.util.DataSourceUtils.getTorrent,0,0,0,0,1,0,0,0,0,2.0876303473596853
com.aelitis.azureus.core.pairing.impl.PairingManagerImpl.perform,0,0,0,0,0,0,0,0,0,1.3528976462295677
com.aelitis.azureus.core.networkmanager.admin.impl.NetworkAdminSpeedTestScheduledTestImpl.abort,0,0,0,0,0,0,0,0,0,2.223765460137313
com.aelitis.azureus.core.dht.control.impl.controlActivity.getTarget,0,0,0,0,0,0,0,0,0,2.395376689535975
com.aelitis.azureus.plugins.net.buddy.BuddyPluginBuddy.checkPersistentDispatch,0,0,0,0,0,0,0,0,0,1.3546066415731777
com.aelitis.azureus.core.tag.impl.TagDownloadWithState.init,0,0,0,0,0,0,0,0,0,1.9811627318395324
com.aelitis.azureus.plugins.extseed.ExternalSeedPeer.requestComplete,0,0,0,0,0,0,0,0,0,3.4617667011297337
com.aelitis.azureus.core.tag.impl.ConstraintExprAnd.getString,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.networkmanager.impl.udp.UDPTransportHelper.delayWrite,0,0,0,0,0,0,0,0,0,1.9827412393367623
com.aelitis.azureus.plugins.extseed.impl.ExternalSeedReaderImpl.getPermittedBytes,0,0,0,0,0,0,0,0,0,0.8171101405598807
com.aelitis.azureus.core.content.RelatedContent.getTracker,0,0,0,1,0,0,0,0,0,2.748449194173173
com.aelitis.azureus.plugins.dht.DHTPlugin.load,0,0,0,0,0,0,0,0,0,1.1646016303920446
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectSash.eventOccured,0,0,0,0,0,0,0,0,0,2.488011971903896
com.aelitis.azureus.core.devices.impl.ContainerInfo.addChild,0,0,0,0,0,0,0,0,0,3.3962349632446327
com.aelitis.azureus.plugins.net.buddy.BuddyPluginBuddy.getLastMessageReceived,0,0,0,0,0,0,0,0,0,1.8322538628752045
com.aelitis.azureus.core.devices.impl.TranscodeProviderVuze.getProfile,0,1,0,1,0,0,0,0,0,0.0
com.aelitis.azureus.plugins.net.buddy.BuddyPlugin.decodeString,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.ui.swt.shells.main.MainWindowImpl.getMainStatusBar,0,0,0,0,0,0,0,0,0,1.7576760910495968
com.aelitis.azureus.plugins.extseed.ExternalSeedPlugin.getGlobalDownloadRateBytesPerSec,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.ui.swt.plugininstall.SimplePluginInstallWindow.failed,0,0,0,0,0,0,0,0,0,1.8671568742686595
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReplyFindValue.getContacts,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.peermanager.piecepicker.impl.DiskManagerListenerImpl.generateEvidence,0,0,0,0,0,0,0,0,0,4.168979610126757
com.aelitis.azureus.core.dht.db.impl.DHTDBMapping.removeIndirectValue,0,0,0,0,0,0,0,0,0,2.2648751820928044
com.aelitis.azureus.core.download.DiskManagerFileInfoStream.createRandomReadRequest,0,0,0,0,0,0,0,0,0,3.54875
com.aelitis.azureus.core.speedmanager.impl.SpeedManagerImpl.runSupport,0,0,0,0,0,0,0,0,0,1.4203402155048677
com.aelitis.azureus.plugins.upnp.UPnPPluginService.getDescriptionForPort,0,0,0,0,0,0,0,0,0,2.205
com.aelitis.azureus.ui.common.table.impl.filter.removeAllTableRows,0,0,0,0,0,0,0,0,0,1.29861772225187
com.aelitis.azureus.core.peermanager.messaging.bittorrent.BTMessageDecoder.Non_in_method,0,0,0,0,0,0,0,0,0,1.7400000000000002
com.aelitis.azureus.core.devices.impl.DeviceOfflineDownloaderImpl.updateTransferable,0,0,1,0,0,0,0,0,0,2.1695281761601155
com.aelitis.azureus.ui.selectedcontent.SelectedContentV3.getTorrent,0,0,0,0,0,0,0,0,0,2.070603004467372
com.aelitis.azureus.plugins.dht.DHTPlugin.importContact,0,0,0,0,0,0,0,0,0,2.505494915150161
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectImage.switchSuffix,0,0,0,0,0,0,0,0,0,3.006796769676317
